group1,group2,meandiff,p-adj,lower,upper,reject
institution_comment,question_institution_comment,0.0125,1.0,-0.0396,0.0647,False
question_age_comment,question_cah_age_comment,0.0126,1.0,-0.0395,0.0648,False
question_age_comment,question_cah_comment,0.0187,0.9978,-0.0335,0.0708,False
question_age_comment,question_comment,0.0083,1.0,-0.0439,0.0604,False
question_age_comment,question_institution_age_comment,0.0666,0.0013,0.0145,0.1188,True
question_age_comment,question_institution_cah_age_comment,0.0331,0.7146,-0.0191,0.0852,False
question_age_comment,question_institution_cah_comment,0.0188,0.9976,-0.0333,0.071,False
question_age_comment,question_institution_comment,0.0441,0.216,-0.0081,0.0962,False
question_cah_age_comment,question_cah_comment,0.006,1.0,-0.0461,0.0582,False
question_cah_age_comment,question_comment,-0.0044,1.0,-0.0565,0.0478,False
question_cah_age_comment,question_institution_age_comment,0.054,0.0338,0.0018,0.1061,True
question_cah_age_comment,question_institution_cah_age_comment,0.0204,0.9942,-0.0317,0.0726,False
question_cah_age_comment,question_institution_cah_comment,0.0062,1.0,-0.0459,0.0583,False
question_cah_age_comment,question_institution_comment,0.0314,0.7857,-0.0207,0.0836,False
question_cah_comment,question_comment,-0.0104,1.0,-0.0625,0.0417,False
question_cah_comment,question_institution_age_comment,0.0479,0.1134,-0.0042,0.1001,False
question_cah_comment,question_institution_cah_age_comment,0.0144,0.9999,-0.0377,0.0666,False
question_cah_comment,question_institution_cah_comment,0.0002,1.0,-0.052,0.0523,False
question_cah_comment,question_institution_comment,0.0254,0.9541,-0.0267,0.0776,False
question_comment,question_institution_age_comment,0.0583,0.0122,0.0062,0.1105,True
question_comment,question_institution_cah_age_comment,0.0248,0.9626,-0.0273,0.077,False
question_comment,question_institution_cah_comment,0.0106,1.0,-0.0416,0.0627,False
question_comment,question_institution_comment,0.0358,0.5815,-0.0163,0.088,False
question_institution_age_comment,question_institution_cah_age_comment,-0.0335,0.6936,-0.0857,0.0186,False
question_institution_age_comment,question_institution_cah_comment,-0.0478,0.117,-0.0999,0.0044,False
question_institution_age_comment,question_institution_comment,-0.0225,0.9846,-0.0747,0.0296,False
question_institution_cah_age_comment,question_institution_cah_comment,-0.0142,0.9999,-0.0664,0.0379,False
question_institution_cah_age_comment,question_institution_comment,0.011,1.0,-0.0411,0.0631,False
question_institution_cah_comment,question_institution_comment,0.0252,0.9567,-0.0269,0.0774,False
